booking_id,status,rider_id,booking_created_at,quote_id
962d63bf-7123-46ef-b4c2-e7779c84a37c,CANCELLED,f1c2d30c-a981-43aa-9306-4313945eded2,2022-12-21T03:10:07Z,0df561dd-5f88-4c5e-a5e8-c32dbd1c1fc3
cee4e5ee-9c61-4c3f-9e3b-39eca6fbbee0,CANCELLED,c5c6a0f4-883c-4775-bcdd-ae25f40a99d8,2022-12-21T03:44:57Z,fa4ccddd-0814-4ded-b787-92e393811619
1dcb4324-b7b9-4f46-80e0-a380a4dd0962,CANCELLED,485fb096-3c1b-45ef-a975-c16c5871b85c,2022-12-21T03:10:20Z,bf14ba4e-7db6-4ee8-a7bd-5d419de9e0bb
56274ba4-eec5-4307-a493-8e3c340b4bc8,COMPLETED,2568dabc-43b1-4d40-a330-c16fdbc94eb8,2022-12-21T03:10:18Z,6ef1bec3-b12d-4324-8eb8-0d063626bca8
4312b84c-c73f-47c4-a5c2-fca93dd08d92,CANCELLED,29f8ae65-7d40-4076-b1cd-ceab7bd8247b,2022-12-21T03:03:37Z,c16b77a2-3ffd-4de4-8655-63bfa466d923
930813cc-8573-444a-865d-f463a7460701,CANCELLED,1d6ac102-25ab-46de-a54a-c7a6a0d1dbe0,2022-12-21T02:57:57Z,08ab0336-de62-4f89-83a4-529da7681452
59a6c6d9-2e3e-4924-ad3f-4ef962995403,COMPLETED,3f4b934b-90cd-4c10-ad89-e1907b6bee27,2022-12-21T03:06:41Z,066df6b6-0053-456f-a1ed-8007cbad9ec1
ed598663-2f95-499b-9ffc-d1e69de3b9e4,COMPLETED,bfd49470-d661-462b-b1a9-be04eb993224,2022-12-21T03:13:01Z,3f916022-cc1e-4b78-b4ae-6909eabc6675
079c39d6-8e15-4bab-9187-e8bfe4ee5cf8,CANCELLED,b3803495-060c-43f4-a885-6ef96d585d2d,2022-12-21T03:11:44Z,ed668454-cd69-4722-9dc2-fd04ec04b607
bdd25c7d-71f8-4d4e-8742-c0c27115dda7,COMPLETED,82d7ee3d-a712-4ebb-b07e-f5c6a6d56294,2022-12-21T03:03:35Z,40439124-88a4-407b-b08b-46a460e06793
055f50f2-21f8-4fb0-ac0c-467bf4384f9c,CANCELLED,4f7885dd-7a50-4bbf-833c-bd1dca2ca0dd,2022-12-21T03:13:42Z,4abdb607-7c1a-4df0-95b5-0d883223a2c8
036d7c32-c948-4811-b570-03a5a5126984,CANCELLED,485fb096-3c1b-45ef-a975-c16c5871b85c,2022-12-21T03:11:18Z,cafcfd9a-7a87-43bd-9a75-24bbda4acf6c
e20dec7d-e200-4301-8082-a4aefbd925ca,CANCELLED,f97b196a-3354-4bfd-93c4-29aa93ecde64,2022-12-21T03:13:16Z,a3a100b3-6295-4fbd-ba72-a429ad3bb70c
95c37298-7420-4cb5-98a2-02da389f7e15,COMPLETED,f5c0d403-9b95-49a8-9329-7219690ef6b0,2022-12-21T03:15:38Z,78a37df3-f44d-4c4c-b183-20d32df2d792
88b26b06-662e-41ee-93a3-b126176c6861,COMPLETED,db66f0f0-6182-4809-a776-7e993410cbf9,2022-12-21T03:03:39Z,9d3abfc9-44bf-4377-afae-c5c28e97acbc
efe16cf3-6261-425f-b3da-889a653e811c,CANCELLED,c0196341-6a6a-4ee6-a595-814bde57464e,2022-12-21T03:40:16Z,d52cdfa1-681f-482b-8800-fe3adca6df33
cc70aec9-cead-4b53-8b36-8ba85275d7bd,CANCELLED,3dc355ae-0936-4918-ae0f-f7b9b35d5f39,2022-12-21T03:44:25Z,de702886-437b-4ffe-a73f-3bf54f7e9668
f589e73f-2afb-41de-943f-0a414986c3ff,COMPLETED,078bf9a1-49ed-41c9-9392-6130a63e9e44,2022-12-21T03:03:22Z,fe77b2b8-c984-4ff1-adeb-0bf52d426055
bf31d13e-ac7a-4c23-b2c1-678a579f61ed,CANCELLED,53eb56fa-3e1c-49fe-aa7e-97c677ae29fd,2022-12-21T03:24:55Z,baa5998f-b3a3-40f5-ad44-cf72b0280fea
125f31b8-5efc-4dfc-9d5e-af89af7b4a11,CANCELLED,c30ae243-bb28-4a82-a694-944700f46461,2022-12-21T03:32:48Z,3668d18a-870c-4c4e-a95b-7c6cc20d1ead
827f3b85-6732-4bf2-b37d-c9d45d16d0d3,CANCELLED,f2a5a5e6-ffc1-4a88-84ca-970c1f9b03d2,2022-12-21T03:22:26Z,c9c9c719-2e26-4502-abff-13f53f501c13
4c1c5e61-413d-4f22-9d7f-6a6716c7450e,CANCELLED,ab6afbb7-1bee-4859-b7dc-6744c5ffe951,2022-12-21T03:16:10Z,06ec18c1-4023-4df7-966f-1db914c87003
d47212dc-c3f6-41fd-8287-48163b5304c7,CANCELLED,febf9b25-09a3-4722-b9e0-a853ee36b1ca,2022-12-21T03:05:12Z,a3427f61-603a-4d10-82e2-683d59b41721
efc711e1-34f5-4df4-a2cd-e5f9289e0933,COMPLETED,c0a202af-7908-45bb-b30e-58faea8ca315,2022-12-21T03:27:17Z,c4e27a23-965a-4fc3-be1b-266b23fa6257
ff1f0120-396f-45d9-9fc8-ac19102f19b1,CANCELLED,fb30dba3-464f-43c7-9b8c-93fcc778e311,2022-12-21T03:14:28Z,d6f3a26d-8c78-4247-805e-7dc2791b5559
f7379309-64dc-48ab-b830-7e53a8186d83,CANCELLED,e735ac35-dcb4-4e0e-b134-ed08d1f13e57,2022-12-21T03:08:33Z,0bb33324-2e77-49dc-bbbd-dfa1b8d82412
6d8ae211-84fa-4678-b623-7ba33f542eff,CANCELLED,4777ec57-e9b9-46cf-9340-57e166bb7cee,2022-12-21T04:04:52Z,31520c63-299f-445a-8147-94509833fd68
45e53267-710b-4d7a-8176-c38164a61e2c,COMPLETED,07f9a9c9-82e4-42d9-b7aa-4228a805ba86,2022-12-21T02:54:34Z,90d63b1a-1da0-4188-b825-25d431c08819
2cb1b02c-4106-4978-99bf-75e3835c7860,COMPLETED,0f1d1661-e625-4b59-8933-41ceed5e27dd,2022-12-21T02:46:26Z,2ba3b894-7c1e-4081-b28c-69f6b42bf581
f0ccbdf0-1c15-411c-8e18-ff984c0099ef,COMPLETED,c04b0f76-ebe5-411b-8cc1-576223901e5f,2022-12-21T02:45:51Z,132f4d6b-6cc9-4e03-adca-c5c52d8c16b7
43968f03-5198-4245-a4db-4cd25d497afa,COMPLETED,a7734f2a-e342-44f8-b1cf-b42849fd27b6,2022-12-21T02:46:23Z,5b2131a4-4e41-4b46-80eb-0f9119667a11
c5935bc0-178e-4cc3-9b0c-7fa733fb2bc0,CANCELLED,69f0c2c7-0018-4a49-8139-755da9a097d7,2022-12-21T03:19:16Z,a59b8da9-bf54-43ad-8f71-398946806b90
6534dd20-ec61-40a3-9e06-eee1726c9480,CANCELLED,42dc60e4-4ae6-40a0-bc9c-63c8f8cab358,2022-12-21T03:17:03Z,1e11cdea-c5a1-43c6-80cd-d4c229ae773c
76e133bf-1262-47b6-818e-7e5ed994be87,COMPLETED,1d577354-ab7f-473a-9e52-9b2dd31a4af1,2022-12-21T03:01:37Z,19714fac-c6ab-457d-bf65-dfd3f6faff46
a2a0f81d-8f48-410f-92af-836d92b5f2a0,COMPLETED,e9cd7724-02ca-41be-a0c9-2b2b825b3cf5,2022-12-21T02:55:59Z,751646ec-9945-41de-bcdf-6a2cd694396b
04f61d83-e91e-41b8-bd55-b927e8d37ddc,CANCELLED,06b552d1-2950-4e33-bae1-d715e9d28fbc,2022-12-21T03:20:14Z,ca602f2f-dc18-4b5c-bad8-d7326ad4625c
5212bf3a-f9af-42bc-91d8-a08df977f566,CANCELLED,28996d34-343b-45d9-84f4-446cd5e18da5,2022-12-21T03:18:48Z,d81c37c3-eaa8-42f8-9311-1113b41bf589
c9618c5a-a8e7-475d-b117-6339888c0150,CANCELLED,2d6ca70a-6bac-49ce-bd03-eb2e26310ca6,2022-12-21T03:20:58Z,7b120ecd-93b5-46a5-b170-8c4e68018cb5
c36f78a1-5f15-46c1-aeb6-32ce5343b12c,COMPLETED,e5bb4dc6-aa41-40f6-8fb9-f113769e4c37,2022-12-21T02:45:44Z,f693c5ae-16b7-4d52-9a4b-c61c5dd7b427
1d7df2ec-7bf6-4c46-8d74-5db92648b92a,COMPLETED,6d61c877-ebbd-4a3a-8b83-bfd4a02acb0a,2022-12-21T03:05:41Z,7d345213-23a8-4858-b966-9d8bcea8cafc
fc9ef014-4c3b-480f-a41c-047209f0fe59,CANCELLED,5856d987-0b9e-4e48-833f-4dac6790118d,2022-12-21T03:22:05Z,4a84beb9-cee3-4768-bd66-b8eaafc25757
71784279-d2cd-4e03-b299-8b7c9d0ea7ad,CANCELLED,d3a7cee3-1b09-48c1-a91f-3606bab71a6f,2022-12-21T03:21:50Z,5993c53e-5090-40a1-9dbb-a07edc5867bf
743fde76-5589-45cd-b6da-3d90355f3375,COMPLETED,2072bff8-a8dc-4041-8868-873303af583e,2022-12-21T03:17:41Z,3d0166b1-9482-4e1d-b60a-893992ec648b
4ada58e9-7093-4a30-adb3-7db539d6179e,COMPLETED,3b4e5118-bf1b-4de1-bf3d-d2dfede79666,2022-12-21T03:06:43Z,1b87f627-6e1e-45cb-bb83-91ab5d91dae8
62b5ad82-ea95-42e1-a14b-67e9fa3afea3,COMPLETED,3fe2a84d-5acd-445c-8da6-3bc161e82642,2022-12-21T02:49:57Z,51aba79d-5373-41df-abf4-3e1af4f945b7
0bc55016-f36f-4b70-9932-7dea36fff079,COMPLETED,6fc5f160-f481-492c-a2b0-4d45184c4677,2022-12-21T03:06:32Z,2d1722a9-b671-4ea8-acbc-d8cb8c9e4836
1e59b0b6-92b3-4df0-82d3-a178e5c1d4e9,COMPLETED,314046ae-b197-4141-9887-71272b814c72,2022-12-21T03:05:48Z,54d2ab0a-ddbc-40b9-9cc6-949dc5707c67
a9e335a8-f5b2-4dc8-9292-3065c098cfb9,COMPLETED,6efea3ce-8b9a-412f-aee1-6a80cc48173f,2022-12-21T02:50:49Z,b361c57d-6f30-439d-a147-683f178fe1db
089c0114-3301-4489-8e0b-3c4eb17da6b1,CANCELLED,16393e53-209d-4900-93e4-541130fdcc61,2022-12-21T03:24:01Z,2478882a-6024-4583-8296-1ad6fca6ed59
ab914533-3d3b-4868-86d6-620f83d8f34f,CANCELLED,32cdce1b-f06d-47ab-8f80-40ae50f84af5,2022-12-21T03:24:23Z,c62b3923-1288-461d-b406-d4fe588308c5
ad17cd96-fd49-41cf-869d-820be3b9c4c1,COMPLETED,e861425a-f48c-4f21-baea-7d17dfb04ac9,2022-12-21T03:06:37Z,5f5528c1-3922-42e3-b912-214fea1bef77
623f655e-6f22-49b4-863e-0d1c0caa0661,CANCELLED,e120a2a8-cbf9-4099-acd9-408a43557802,2022-12-21T04:08:19Z,5f628af1-06f5-4c77-b10e-ce6f20fda061
feec76a0-2176-43b4-94ff-1b62d02f2911,COMPLETED,e735ac35-dcb4-4e0e-b134-ed08d1f13e57,2022-12-21T03:18:25Z,b4fc824c-a912-43f7-bc95-9300f5847c5b
db34c751-72b4-4b14-b34e-22af196db584,CANCELLED,b25c5f28-cc29-4a6b-a1bb-452ecb696e27,2022-12-21T03:25:01Z,12bce993-8f16-4bea-84cf-96c7a69b0f85
47f1464a-6ea4-4bc7-bd0a-959c6405b0cb,COMPLETED,91a6a4c1-562e-4883-aa21-2c46a730d11f,2022-12-21T02:48:14Z,aaed2df1-b9ed-4d29-a08c-0ddf2ef0d64a
96ef9775-0db8-4556-98a0-3bc5916729b0,COMPLETED,693eb7bf-bed1-419a-8ddc-bb21ff9659b3,2022-12-21T03:02:33Z,0713caef-1710-46b6-b789-4b1deea56364
c139e143-dee6-473b-926b-0637b165aed4,CANCELLED,e861425a-f48c-4f21-baea-7d17dfb04ac9,2022-12-21T03:26:42Z,0cb4ade1-43a7-4abd-9c3d-e1b68c90ae2b
64e51782-1ba9-4f8b-a815-45f4ca6169fa,COMPLETED,844f1f6d-e3fc-4c9b-93a4-1255ab67aef6,2022-12-21T02:55:51Z,1f147914-6efd-4566-b722-698b588e5ebe
91b2774c-e985-49ff-b880-cc1c6ac49a24,COMPLETED,22a8d75e-a520-46bb-a1cd-ee960b0ca346,2022-12-21T03:10:43Z,0f7e545e-1ed2-4ed7-8058-2d51249fd1dc
2814da63-e040-4637-8671-fa21db471ad3,COMPLETED,af3e12f9-4ae3-432e-94ff-2fec96247c5c,2022-12-21T03:21:54Z,06259e36-a218-4cdb-ae74-db899bd8590d
12ce3b77-5cb8-4d66-b2c6-cf5a8d80a9ea,COMPLETED,4d9b35e6-84be-4e3e-ab06-b149ec9cf67e,2022-12-21T02:53:28Z,765a3608-6a8c-440f-8ac1-e833cda99bbc
dc575157-b2d8-4a72-8588-cd8eebced1f6,COMPLETED,2d03fe17-1a89-47f2-a3dc-8c9d6293e584,2022-12-21T03:29:09Z,c044545d-f0ad-4260-bae0-ed6ac08d3810
99190826-a4ef-4c95-9e66-9efc8706b6d7,COMPLETED,e30527ef-de85-4b8a-8cef-bfa1c29a1833,2022-12-21T03:10:42Z,e8057bb4-de05-4ab6-af0d-dac4e18c0f0b
985e775f-169b-4378-94a8-92dbf419b338,COMPLETED,3ff1b14c-9fb9-4aab-9f20-442ec01e5014,2022-12-21T03:12:20Z,02bb46ec-b857-4fcd-8ed7-aeab56fa6505
6971bad9-ff2b-42bc-9c19-70879be3c17c,COMPLETED,9dc29560-f510-4bfb-8b3e-c95da2fbb66e,2022-12-21T03:09:29Z,254aaf3b-7de2-4d97-86d0-46cfefc3ab92
ad92b565-35df-4a2d-95e1-e02e0120b4e3,CANCELLED,4af9e8d6-ad22-41fe-930d-5feb11856def,2022-12-21T03:30:10Z,d1e83305-4b36-46bb-9fc0-11bc687ef290
6fdadb8c-3187-472d-8aa5-7615bf9f8e4e,CANCELLED,e861425a-f48c-4f21-baea-7d17dfb04ac9,2022-12-21T03:28:40Z,d786091c-9a18-43b1-9813-cce285d69b3b
747e92cc-d320-4a64-9a7e-00a4290326ad,COMPLETED,3ba08272-8b47-4685-9abb-48a3bbbdc98f,2022-12-21T03:17:24Z,34c298bd-15bc-40dc-835a-00c8ede6ffaa
5feb40c7-8be0-48be-99d5-7761721f716a,COMPLETED,dd81adaa-c038-48ce-b4a2-9270aa1e0391,2022-12-21T02:45:02Z,b07418b9-d2f4-4a10-a11b-f72028e3abdd
9b98fce0-e52b-4996-8234-e21784adad43,COMPLETED,944c6e4d-ee12-418f-bd91-8806d5a58d23,2022-12-21T03:17:26Z,c03cf326-f4bc-4de9-9abd-b3033fe6ca98
a5ee4522-c5f1-4dfb-a2b0-4a0621aac7db,CANCELLED,475db716-f262-4b6e-8169-d95bbbddc99b,2022-12-21T03:31:49Z,e6355d41-9a30-4d57-85b3-e9e41f0f8a77
aba35b68-9b21-4de7-a431-535259c547ad,COMPLETED,f8870d5e-65ae-44f3-9cd1-a774179aed73,2022-12-21T02:54:03Z,1361c56d-5359-4309-85c3-6ff918e56a5c
c18653fa-0a88-4c55-9852-dea8cac1169b,COMPLETED,a2366c84-29ad-4562-a0f9-0dfedd85bb8a,2022-12-21T03:31:57Z,84ae0bc1-a0e4-49f3-bcd9-894bd93df45f
328ddb49-2a2a-4925-ace2-6d266d177fa2,COMPLETED,c5c58ea9-d452-43f0-af3b-815db55b2b32,2022-12-21T03:17:23Z,0e0081e3-2033-432f-9193-080acd80db2f
098ba6c0-5aa0-4cb2-905a-e7d403dd771e,COMPLETED,5147a9a2-b7d5-41d8-832d-ca6f441fb72c,2022-12-21T03:20:22Z,1347ed0f-2dbb-4fec-a11a-dbd0db852674
bd6e9cc6-a27c-42b5-9655-e1f53fcceb3d,COMPLETED,0259647e-79e7-4914-bf04-c1cf96cb75d8,2022-12-21T02:57:14Z,f18d9005-7878-4ab9-a6ab-13f9a31a33d1
de8bab1f-dd84-447e-8d9f-5059fdb8c112,COMPLETED,54cc2a66-a469-40e1-ad1f-e9926e8f687b,2022-12-21T03:13:14Z,2228eb89-7116-45d7-a69c-5a3fa8d2842d
1041e085-9a83-4d12-afee-bfbcb7e58798,CANCELLED,d5e0f15e-c158-4aab-8efd-8f63655c728b,2022-12-21T03:29:48Z,ce994fb5-613e-4dd3-b7a2-883830f0d368
b06a887d-4dab-4800-a2ee-604cd5da73a7,CANCELLED,a28e782b-97d0-4d23-bdfb-c766c4020a51,2022-12-21T03:32:44Z,e0edc471-89e9-432a-ad51-4da8a3e8b08b
0a15a4f1-2f5c-4569-8837-28dca759f677,COMPLETED,7da81c27-1ac7-4d23-842b-360cab944737,2022-12-21T03:13:34Z,39ffa87e-0311-44d1-8c65-2a46d814607c
4467fa78-445a-4bab-a829-227354f37635,CANCELLED,3cec9a22-2d7f-432b-bb69-224c63a25845,2022-12-21T03:34:35Z,975633ac-cae8-4430-a63b-3ccedb2dc174
827a7ef7-f922-4f61-850a-d16432628882,COMPLETED,42dc60e4-4ae6-40a0-bc9c-63c8f8cab358,2022-12-21T03:20:09Z,d995cde9-e53b-4937-81d1-4da6f2ea6509
1717ea2d-00e8-419d-9a9a-b035b657079b,COMPLETED,cfb2a3ed-67f4-4455-bc46-bc0aeeea6246,2022-12-21T03:36:33Z,b41b6a56-2695-4724-a063-71103b75c4cd
7953e047-983d-4040-833b-2710ad4e72a3,CANCELLED,0a33fa8a-53dc-4c6b-a4c2-0cd79f2368b5,2022-12-21T03:33:19Z,c729dae9-a910-41c2-859a-1df66a4b5810
b8239991-295b-491d-9dcd-5ad090987ae8,CANCELLED,76f87535-1ba4-42ce-a359-8c8e5e6f5b10,2022-12-21T03:32:11Z,86f9dfed-f6c0-42e8-b310-bb086ce2f582
41699434-f05e-4a38-939b-d6ab8218c214,COMPLETED,bec01571-86cf-470e-af60-3865812e6ca4,2022-12-21T03:35:36Z,199d5cdd-23bc-4374-854d-919aac627882
a72746f6-3289-42fd-8d52-ccfd893e9226,COMPLETED,f44999c5-f917-440e-9268-c78e2da88dff,2022-12-21T03:11:02Z,9d09a9f8-7bef-436b-bae5-b16420e21f25
0de0e2d6-026e-4ce8-ba58-426a0cc71c52,CANCELLED,32cdce1b-f06d-47ab-8f80-40ae50f84af5,2022-12-21T03:35:00Z,89b85e70-4539-4d76-a4be-6febdbdfc534
bb36da43-21f5-4332-a2e6-a470d2033976,CANCELLED,7193bcc0-68b9-4abf-aef9-08c0dfc97501,2022-12-21T03:35:38Z,d3105f5c-6b7b-4139-9730-276cb7d8f318
1e17acb5-fd5b-474e-8cdd-6ef72d23b0b4,CANCELLED,a5c8d0e7-68b6-414a-8b3b-03fd5ac3c461,2022-12-21T03:35:58Z,6440d6ec-1009-46a9-90d6-c2408085e3e7
70a25839-af21-49a1-a1f0-58bca3d229be,COMPLETED,f5c12797-c108-4471-b535-cd094c73c664,2022-12-21T03:02:11Z,503d03bf-dac2-4c59-ba83-1d252a5a759f
d2620445-49f0-45a5-8e40-e4f4556de895,CANCELLED,8d5bf288-0ad5-4efa-b90a-fae211fad74c,2022-12-21T03:33:51Z,c8f7dc66-c313-46a9-b150-e47bc70399fd
d2567fc7-531f-4f05-bf62-9053bc1a6dc4,COMPLETED,b74cdf4c-1710-4a01-9e5f-21de7f517bf1,2022-12-21T03:37:25Z,6ec55e04-0d8e-43cf-965d-bf445e94d432
9d6eb28c-62d2-450a-a414-abfd48e9d22e,CANCELLED,015ea867-1a48-4179-9b94-b0bd332d7707,2022-12-21T03:49:39Z,a036f021-a19c-4b3e-9a16-abdc19bdd789
