driver_id,booking_id,source,reason_code,additional_info
8a88c4fa-a3c4-42d4-be06-9417334e81b3,96f7a409-3900-4ccf-917a-bfd56f218254,ByDriver,NOT_REACHABLE,Customer not reachable.
ca5008ed-cf9b-4392-b5a6-c30b85e27d94,84b6584a-64e4-423f-9fbe-64beaadf81dc,ByDriver,NOT_REACHABLE,Customer not reachable.
NA,031cb4e2-d3e9-4044-8902-d5110f2ff864,ByUser,NA,NA
478cf494-efbd-48ed-8b0d-20edec859830,b9b3baff-b5d9-4d47-a053-3fbe84ade488,ByDriver,NOT_REACHABLE,Customer not reachable.
33703383-5a34-4bf4-8b93-aef59606cc6f,78a3661f-9104-4a85-84fc-0fd6c314e170,ByDriver,PICKUP_LOC_TOO_FAR,Pickup location was too far.
f80a659c-c87a-454f-af4f-45531302a328,5f7e95cb-4f40-475d-b440-4e92d67c0b9b,ByDriver,COVID_RISK,COVID Risk. Customer not wearing mask/unwell.
7f12aeea-e86c-4461-975a-e2b19960c50d,2babe013-8dee-4107-97e2-09e2f5675414,ByDriver,NOT_REACHABLE,Customer not reachable.
3445a44e-3659-404b-a4ef-7f829a12a6b7,a28c515d-b015-460c-8ff4-68c023e61147,ByDriver,VEHICLE_ISSUE,Vehicle issue.
NA,9132500a-deb5-4c4e-a4f3-2cdd651ba334,ByUser,NA,NA
NA,9fab721d-b06a-4541-8f3a-c1601a6d7f50,ByUser,NA,NA
NA,62516868-54be-4a4b-849c-7bc3d2cd1442,ByUser,NA,NA
f2e9398d-1896-4eda-a5b9-3ee816ad6e5c,9c4c389c-bf38-4c3b-849f-21b7ed1a565c,ByDriver,VEHICLE_ISSUE,Vehicle issue.
6f987320-3ee6-495f-b35f-223f77dbf90c,a13e860b-9c5b-41ee-881d-74af8d417880,ByDriver,NOT_REACHABLE,Customer not reachable.
efa6c64c-0187-47b9-8bdc-5efa02a72e40,9116f18f-38eb-4bd1-9ed4-658c1290afcf,ByDriver,PICKUP_LOC_TOO_FAR,Pickup location was too far.
NA,31e15a36-6e13-4709-b50e-f2313a6bcf03,ByUser,NA,NA
1d1a7797-0565-460a-9dbb-fbd9a66500b2,1abdb4b7-7c6a-4b74-b71c-5ac8d507b01e,ByDriver,PICKUP_LOC_TOO_FAR,Pickup location was too far.
NA,08664dd3-20fe-4f90-bb7b-6697f06285de,ByUser,NA,NA
3e6826a3-f5ed-4c57-a7ba-72e735a23467,ee2b133b-aa3b-4057-b093-e48a0421ab33,ByDriver,NOT_REACHABLE,Customer not reachable.
451abaa2-6219-40e7-8f41-ce5ef95a7e6a,4ae3c306-29bc-410d-9388-82d7abe774d6,ByDriver,NOT_REACHABLE,Customer not reachable.
1d1a7797-0565-460a-9dbb-fbd9a66500b2,c7db2be4-05ef-44ab-acd7-b3f63a3de930,ByDriver,VEHICLE_ISSUE,Vehicle issue.
1d1a7797-0565-460a-9dbb-fbd9a66500b2,85a08bdc-3b29-4019-a478-546cd8dd4e52,ByDriver,ACCEPTED_BY_MISSTAKE,Accepted by mistake.
1d1a7797-0565-460a-9dbb-fbd9a66500b2,25ac61e7-099e-49e0-baed-0967492c13b5,ByDriver,ACCEPTED_BY_MISSTAKE,Accepted by mistake.
NA,4f0c0436-206d-4578-a51f-43a609c69f07,ByUser,NA,NA
NA,95e9a6cd-dd97-4b8f-adc8-701d94a755ab,ByUser,NA,NA
NA,e0c37b46-6b8a-4eff-9a89-5ad47da73af2,ByUser,NA,NA
1d1a7797-0565-460a-9dbb-fbd9a66500b2,57fd3840-7ae4-49d0-a7c8-0f4944cdd7ca,ByDriver,ACCEPTED_BY_MISSTAKE,Accepted by mistake.
cf2747e8-5cd9-4143-8a74-48faeffaf1ef,0a0dfe09-7bbc-4010-bc0f-141e4d2545e2,ByDriver,NOT_REACHABLE,Customer not reachable.
518c47b5-5be4-4309-a0c8-aec836d745b2,288fad09-581a-4b0b-9d94-1db3deafcdc6,ByDriver,NOT_REACHABLE,Customer not reachable.
8a88c4fa-a3c4-42d4-be06-9417334e81b3,96f7a409-3900-4ccf-917a-bfd56f218254,ByDriver,NOT_REACHABLE,Customer not reachable.
384f4a41-b51d-478f-bda5-9862a3ea9b7d,7e892b69-21a2-43f1-b254-c6305e7fdfe0,ByDriver,PICKUP_LOC_TOO_FAR,Pickup location was too far.
6f987320-3ee6-495f-b35f-223f77dbf90c,a13e860b-9c5b-41ee-881d-74af8d417880,ByDriver,NOT_REACHABLE,Customer not reachable.
bff0cd8d-da29-49f9-84c6-ca8cf6b3fc75,0a1479ac-1605-4bf7-98ca-6db9e3b123b9,ByDriver,NOT_REACHABLE,Customer not reachable.
f2ae1ea8-ad8d-4e18-97c3-d2f7c8c4ee58,d2274cb4-0627-45e0-ab0a-f988bc86795d,ByDriver,NOT_REACHABLE,Customer not reachable.
2ee22983-6dcb-45aa-8a2a-6c164d580666,9c452900-3d7f-41ee-b7b7-b66e20ba8132,ByDriver,EXCESS_LUGGAGE,Excess luggage.
NA,f2e7916b-8286-4d25-8a91-5472050a3798,ByUser,NA,NA
08390c07-beb2-437b-a797-883d85537028,ddaeed43-4cd9-4b30-997c-ecc0cca9afe4,ByDriver,NOT_REACHABLE,Customer not reachable.
cf016556-c209-482d-a11b-34be9159757e,9b5e997c-df0f-44a1-a673-2671e89cc68f,ByDriver,NOT_REACHABLE,Customer not reachable.
f49dcdfc-1800-4e16-8b94-685f15d53642,4bc48694-35bf-4f95-823c-f0823b7f2081,ByDriver,VEHICLE_ISSUE,Vehicle issue.
NA,938d44d5-91a8-4a00-845f-64805f76529a,ByUser,NA,NA
NA,c257afd4-1e7d-438c-9ee0-034c680d9bb4,ByUser,NA,NA
af3e8709-ebff-43a9-bc86-d6d33786ee95,d4d2a0af-1a39-42a4-aad2-78db5d6db2a1,ByDriver,ACCEPTED_BY_MISSTAKE,Accepted by mistake.
77b9082b-7680-40ee-a1dd-5a3cf7092999,8c9a9abc-16e7-4c26-b716-cd7195d672b2,ByDriver,COVID_RISK,COVID Risk. Customer not wearing mask/unwell.
3f118cf5-2f77-4ab6-864d-92c3c4f21132,f88bc6a7-bdde-4e30-86d8-edd22e716382,ByDriver,ACCEPTED_BY_MISSTAKE,Accepted by mistake.
0250a49d-a435-4912-ac7e-e0639ff9a6a1,25f10283-e50a-433c-a6ba-0d5fc21111e1,ByDriver,PICKUP_LOC_TOO_FAR,Pickup location was too far.
e2c67b70-5ebd-49df-a90c-57d78da8d429,e6ead5ab-7aac-4fbe-99c7-b4f61750b150,ByDriver,PICKUP_LOC_TOO_FAR,Pickup location was too far.
1092e23e-5e81-4a04-88fa-8f0b8d9c9d72,884ea276-023f-4f9b-8b4c-09a1f65c0ce5,ByDriver,TOO_MUCH_PASSANGERS,Passenger limit exceeded.
43b49f35-9f4b-46aa-8285-52ac0642d0eb,4d536d72-9bef-46a8-a444-1011cda54c0f,ByDriver,PICKUP_LOC_TOO_FAR,Pickup location was too far.
8434ced3-728b-4ecf-9dd0-e1eef0af9dcb,a72f0c42-a97c-44c0-bd09-11ac0e7510bc,ByDriver,PICKUP_LOC_TOO_FAR,Pickup location was too far.
e4e5a728-3f8f-459e-b297-dc022d466460,a1803989-0eb4-4c1c-9196-556c6aff2061,ByDriver,TOO_MUCH_PASSANGERS,Passenger limit exceeded.
NA,11949f13-7fae-4d02-9ced-b9fde4e82fef,ByUser,NA,NA
736146b4-97b0-4b7e-8341-5d8aab659007,62a29305-2cd1-4515-94ba-14be5a36d125,ByDriver,NOT_REACHABLE,Customer not reachable.
NA,ac3b575b-a8af-47c7-af40-3b1cdb038409,ByUser,NA,NA
71e3e74c-a6ca-4b48-a6b5-6517c489101e,4ac47972-4cd1-41bd-8864-0a2a9f9633f8,ByDriver,VEHICLE_ISSUE,Vehicle issue.
e6c9d492-c169-4457-bbdd-a53c6ae68532,e3da67ec-e6ad-41e3-8932-11fd99ba0c10,ByDriver,TOO_MUCH_PASSANGERS,Passenger limit exceeded.
9fcdc4c6-ff3f-409b-a217-b2281208ae99,2d085b5c-0857-4d7e-a312-c8eb047c6d27,ByDriver,EXCESS_LUGGAGE,Excess luggage.
c9d76c3e-f33f-40fa-9e37-7a9f6273a5b3,743129ad-b723-4462-88ee-0b4e7579e221,ByDriver,OTHER,cancel
09bc263b-f348-4fe4-bcd2-a37b9ddda839,2751475e-1660-486b-b2da-7821ee72515c,ByDriver,NOT_REACHABLE,Customer not reachable.
80d3a8e4-6381-4b97-bb60-1b203568485b,588f87be-2598-4d7b-ab58-81a68204a2da,ByDriver,NOT_REACHABLE,Customer not reachable.
NA,2a45acb7-fcef-4858-9bae-256052ddbb65,ByUser,NA,NA
1a4209b9-c0b0-4d87-a8a4-a44ad6702512,f249132f-ac5a-4c1d-a404-df356211b3ba,ByDriver,PICKUP_LOC_TOO_FAR,Pickup location was too far.
NA,7076f7db-3b04-4f93-9ffc-0efdff9672d4,ByUser,NA,NA
eaefe1a7-c0bb-4273-b9ef-0a76ae0e2b58,bff7d90e-aea2-4a0a-aba4-8d2a84c0dbdb,ByDriver,VEHICLE_ISSUE,Vehicle issue.
NA,b930998c-024d-4221-88ac-74d409538ee5,ByUser,NA,NA
6d8e733c-511e-4000-b069-82d4f4423eed,9de3c2f1-6af1-4990-8249-dfce7cf8638e,ByDriver,EXCESS_LUGGAGE,Excess luggage.
c121cd3d-16e7-40a8-86a6-5d780733f950,16e45d36-1caf-45aa-a7a0-bd7f4d4fbfc5,ByDriver,VEHICLE_ISSUE,Vehicle issue.
b1446311-5096-48a5-be51-47cc4f4cd544,158d66e9-ce87-4f4b-a054-d4468c7ce2fe,ByDriver,PICKUP_LOC_TOO_FAR,Pickup location was too far.
58868a23-a4c7-450f-8634-af572c94014e,f42c86bd-a197-4f46-86a8-a424dd76883f,ByDriver,NOT_REACHABLE,Customer not reachable.
NA,4be4de66-9b7c-423a-aa62-35f2014f77d3,ByUser,NA,NA
43fcf28d-00aa-41af-87f0-a6f0f6f246c6,a67767aa-d5d5-4423-bc21-4fd22aae2882,ByDriver,ACCEPTED_BY_MISSTAKE,Accepted by mistake.
9bd47332-143b-4f90-8a57-bdcbd041a49c,16074ee6-67b5-4f33-b988-cdde67516e37,ByDriver,EXCESS_LUGGAGE,Excess luggage.
82bd6419-d04d-4f51-b99a-cbb825e6d3aa,689da634-9f64-4013-80d0-4c91be7b0ca5,ByDriver,PICKUP_LOC_TOO_FAR,Pickup location was too far.
NA,3da6c8e5-c6b1-460e-a8f4-73d3bdb4bb31,ByUser,NA,NA
e6c9d492-c169-4457-bbdd-a53c6ae68532,fd4a4dad-5e8f-4ded-9496-2af638a76577,ByDriver,VEHICLE_ISSUE,Vehicle issue.
NA,911e25a5-b749-4111-9b4a-80ed96bf1644,ByUser,NA,NA
NA,a87acaac-9f73-43b5-9b53-f23845d743ce,ByUser,NA,NA
NA,47bc0ee6-7757-4b73-b1a9-22da25ee55c4,ByUser,NA,NA
NA,ea7801d6-209f-4582-bdad-b0adc01ead8a,ByUser,NA,NA
c3e0c150-d89b-4a47-83a0-12c840d61c4e,1ff86cc7-7422-4a9d-9198-141bd4dcc024,ByDriver,NOT_REACHABLE,Customer not reachable.
d2296147-3cd8-4391-9de4-ea28a96f9310,80d09ccc-ef23-42f3-bfa3-d691bf6415bd,ByDriver,PICKUP_LOC_TOO_FAR,Pickup location was too far.
NA,23eac5d8-be0a-4fd1-b0cb-2575e705c8ca,ByUser,NA,NA
NA,f055b4a9-eb02-48cb-9794-779c0e942d4c,ByUser,NA,NA
78a89ca3-e395-4147-bc5f-ba831a904dcb,8b669c7b-8174-4f51-a792-3caa052b4c11,ByDriver,NOT_REACHABLE,Customer not reachable.
24f1c7cf-a89a-4a72-9e9d-e123f9c2d182,865ad07d-a98f-4a10-9cf4-85d32cd5b30c,ByDriver,NOT_REACHABLE,Customer not reachable.
NA,33ce9338-c59f-4e9c-b3b5-40bb67b8cdd0,ByUser,NA,NA
NA,f2a3fdf0-2e5e-434f-9a13-b0b6e914168e,ByUser,NA,NA
41e9a02d-4aca-4824-9956-24cc856c4e2d,6aff3f19-74ec-4a0d-9138-524c6dc8603c,ByDriver,NOT_REACHABLE,Customer not reachable.
3be12094-0376-42df-91ef-23520e779f40,8395a2a8-8431-46b6-b032-7da15c2eb251,ByDriver,NOT_REACHABLE,Customer not reachable.
6a3439af-c61b-4f97-ab8c-b8670e138593,f9457456-2f16-4984-9408-d9c0d26a2c60,ByDriver,NOT_REACHABLE,Customer not reachable.
NA,270a10dc-fd33-46a4-b518-7b734aaa12d4,ByUser,NA,NA
b66e3adf-82ee-4c40-a187-e7b1f0c76b0b,fcb59a06-b051-4d83-8814-2f232d9ba12a,ByDriver,PICKUP_LOC_TOO_FAR,Pickup location was too far.
8160bcc2-dba0-418d-b603-d98c8a493b29,5ebfcc5a-d66e-4152-9dde-af19d0b93767,ByDriver,ACCEPTED_BY_MISSTAKE,Accepted by mistake.
NA,64711a94-96bb-4d11-952e-173b98b6fd68,ByUser,NA,NA
1eb5ee29-63f6-406f-8e44-9870e7a8057b,f77e65e2-81d9-457d-a0e7-2fc39cb8699c,ByDriver,PICKUP_LOC_TOO_FAR,Pickup location was too far.
19dff966-9b33-4637-83ac-0ed3c68e0333,22499547-8a0a-4cd8-9e31-0794a107e342,ByDriver,NOT_REACHABLE,Customer not reachable.
4e06f1b0-4cd9-4c0f-abfc-f9b521d263ae,d26ec56f-5277-46a8-b98a-6626af708208,ByDriver,VEHICLE_ISSUE,Vehicle issue.
8b29f0f5-44a0-4354-b284-26a7e7dac25a,096b519a-9a02-43fb-878d-0f9190f1898e,ByDriver,NOT_REACHABLE,Customer not reachable.
NA,1a535618-3462-44b4-a402-c08547e91086,ByUser,NA,NA
f493881a-da67-472c-a906-2816b5eda890,49e7453b-b7a2-4a2b-8c19-043c8ebca87a,ByDriver,ACCEPTED_BY_MISSTAKE,Accepted by mistake.
6d8e733c-511e-4000-b069-82d4f4423eed,6c1f74b7-517f-427a-a7ac-bd5d84d4b695,ByDriver,COVID_RISK,COVID Risk. Customer not wearing mask/unwell.
5ab7d47a-b238-4826-8adb-c51e2cf8678c,3fd66d4f-7c4f-48af-95a4-6784c4d5605c,ByDriver,PICKUP_LOC_TOO_FAR,Pickup location was too far.
bc578a0a-70c8-45e5-8160-bbabc3ef8995,4b1e267d-b75d-425c-bc85-7e272d80b41a,ByDriver,ACCEPTED_BY_MISSTAKE,Accepted by mistake.
NA,831febee-d818-4bf7-97e2-95e0df38b530,ByUser,NA,NA
0020b0c9-8903-43a9-947e-2ff48afeba35,eab58019-81ce-4b6c-aaaa-075f792963ca,ByDriver,NOT_REACHABLE,Customer not reachable.
NA,0f53c0e8-df8d-4301-be95-5b37a6034916,ByUser,NA,NA
NA,5da03de3-1398-4fae-9bd9-c24e4596a100,ByUser,NA,NA
NA,4007b644-e4a6-4e12-82d2-73afccc38954,ByUser,NA,NA
NA,080f45c7-11d4-4f57-b0d1-1c552a2d2a0a,ByUser,NA,NA
NA,70fdb6e6-6baa-4544-b0f0-426905a64a9f,ByUser,NA,NA
NA,bf89e194-5317-45fa-ac83-efcd6146de48,ByUser,NA,NA
NA,02455197-95df-4d01-a7cf-1c1f3a562867,ByUser,NA,NA
NA,5c376a2b-e88f-4c8f-8a3b-086aca1d3528,ByUser,NA,NA
e59548a4-ba41-4e92-90ca-cceba6be69ef,161c03f8-97c0-4f7e-b7bc-0fd6d44c9065,ByDriver,ACCEPTED_BY_MISSTAKE,Accepted by mistake.
80d3a8e4-6381-4b97-bb60-1b203568485b,588f87be-2598-4d7b-ab58-81a68204a2da,ByDriver,NOT_REACHABLE,Customer not reachable.
80d3a8e4-6381-4b97-bb60-1b203568485b,588f87be-2598-4d7b-ab58-81a68204a2da,ByDriver,TOO_MUCH_PASSANGERS,Passenger limit exceeded.
9e6532cc-ed64-45c2-9af1-e052821bc54e,0bd09ab3-3dfc-4165-a688-df4af7071996,ByDriver,VEHICLE_ISSUE,Vehicle issue.
NA,d053c686-3ed9-4c17-95c7-25810718191b,ByUser,NA,NA
NA,a48046bc-2998-403d-b3a2-aef1055b9552,ByUser,NA,NA
e2732825-6229-41cf-b3f2-8df0d6d0ccb0,95803eb5-24d5-4883-9065-54ec843d7efc,ByDriver,VEHICLE_ISSUE,Vehicle issue.
NA,380fdbf8-e05e-4017-9aad-0ce7a6570b34,ByUser,NA,NA
NA,190dc3c7-e665-4d25-a134-2d2debf7c672,ByUser,NA,NA
fdb37d0f-a082-4cda-9548-d53ba5d09f5d,757eb76f-27c8-48d6-9231-0c0ab848360a,ByDriver,VEHICLE_ISSUE,Vehicle issue.
NA,d9520296-d4f8-4f0e-a556-8090ee928d1c,ByUser,NA,NA
NA,7a95a261-c9a4-47ff-bff6-9eeab3ceaf1f,ByUser,NA,NA
3a1e00bb-ff7a-4346-967d-897c3a3e740e,fd067712-bba5-4cb2-b699-bd667b4f5603,ByDriver,NOT_REACHABLE,Customer not reachable.
1dede3ac-c587-4b5b-9ee9-e820a741a234,548fc83f-cdfe-4f04-8633-16d40a7fd1ed,ByDriver,ACCEPTED_BY_MISSTAKE,Accepted by mistake.
51db23ff-77b3-4e65-afe7-be23ff39c003,af73f456-be35-4df0-9f1e-e0156cc8983d,ByDriver,PICKUP_LOC_TOO_FAR,Pickup location was too far.
NA,f2ed5731-b7a8-4016-81d6-afc4e7d0cfef,ByUser,NA,NA
a8d8e1c0-e6c3-407b-8eaf-e3f92b825f61,5a2d95c2-aee4-4216-9e42-ed74dd8cabf1,ByDriver,VEHICLE_ISSUE,Vehicle issue.
99e23286-541e-4ccb-9ecd-8bfde89cc5b4,fc675b84-f7f2-4fa9-b04f-059132a4f2c2,ByDriver,PICKUP_LOC_TOO_FAR,Pickup location was too far.
06bbfbf0-0c53-47be-870a-719b0be78621,c013ff63-9a19-4433-afd6-bd485c2f28bc,ByDriver,VEHICLE_ISSUE,Vehicle issue.
018b647f-084a-4188-be50-f53bf7b29bfa,074ca9f6-6c47-4895-890e-1b82dba67b8b,ByDriver,NOT_REACHABLE,Customer not reachable.
d06683a9-1338-4552-a05c-32a2a0efd195,f8dd11a6-9218-4e9e-b52d-ffbd9685219f,ByDriver,VEHICLE_ISSUE,Vehicle issue.
NA,795b6a48-e996-44db-8cec-d458ec8407e0,ByUser,NA,NA
NA,b84b705c-e3ae-4d4f-ba3e-f67f38759a8e,ByUser,NA,NA
NA,2afa6fdf-58b2-4df3-95b0-68822e32db2e,ByUser,NA,NA
NA,c2ea4727-7c71-4582-9650-277babb3678c,ByUser,NA,NA
NA,198a6e8c-2d6d-4b15-9177-2d0adfa02dd6,ByUser,NA,NA
a51d424e-b5bb-4766-9991-f19f82c6fde4,f6e9e308-8a66-4ff1-a260-f5d52514ccba,ByDriver,VEHICLE_ISSUE,Vehicle issue.
491536ea-1fac-4f84-b06f-da03e050bca3,4583d873-a47e-4d7f-a63b-6fb590d82436,ByDriver,PICKUP_LOC_TOO_FAR,Pickup location was too far.
3c5936d9-db09-470a-99a2-ffd5e1b7a786,40817626-5d06-4c66-a6c3-2b7904898b1d,ByDriver,TOO_MUCH_PASSANGERS,Passenger limit exceeded.
NA,4017b73e-0ea5-45b9-9dd9-a068622df17e,ByUser,NA,NA
992fed41-a20d-42f8-91eb-80c367eaa55c,2275fc5e-71b2-4b1b-b08b-a98547ccff08,ByDriver,PICKUP_LOC_TOO_FAR,Pickup location was too far.
NA,f354da2f-879a-42f6-ab2d-30d36d5af8f5,ByUser,NA,NA
NA,3da96f19-e17f-44ee-866f-d7b304266e09,ByUser,NA,NA
NA,4013fd47-d19a-4949-ba22-3733629b2da2,ByUser,NA,NA
36137acb-9217-4cd2-b91c-69441c0aed99,895f04de-4f02-47c0-bc4d-7d92e73ee0a5,ByDriver,NOT_REACHABLE,Customer not reachable.
NA,a865e65b-936f-4c07-b44c-9a2c7dc15500,ByUser,NA,NA
643a6711-62aa-4847-817c-676b569493b9,ba851c06-e5c4-4d25-91cc-32936cbdb7af,ByDriver,VEHICLE_ISSUE,Vehicle issue.
c7817d88-ef40-4e61-b7fa-429adc9f736a,662edf2c-30fd-4a99-ab9f-f33abda10aef,ByDriver,ACCEPTED_BY_MISSTAKE,Accepted by mistake.
2bb05dec-4121-41cf-a727-29eb2225da45,68a1fdaf-cb35-43bc-94d8-1abd56ddf9c8,ByDriver,PICKUP_LOC_TOO_FAR,Pickup location was too far.
aebe820e-e181-4c57-ad8b-670fe36d656c,17eec90b-7767-4d83-8b45-2372eb7593f5,ByDriver,PICKUP_LOC_TOO_FAR,Pickup location was too far.
23b9faad-0f90-4464-a882-edb54ad07473,76c661a8-0b06-4a09-b23f-0d799cd60139,ByDriver,NOT_REACHABLE,Customer not reachable.
NA,1b1d5a42-382d-44c9-ab53-03bc3ee21ce7,ByUser,NA,NA
15697aab-9e0a-4b5e-be39-8367830208dd,91335ed2-5e18-4db1-88cf-94ef0bd9b497,ByDriver,COVID_RISK,COVID Risk. Customer not wearing mask/unwell.
c57516d7-39ad-4d5a-beb9-65d2f38dc446,339962b3-0940-4ed8-b0a2-cf8bf1e1d65a,ByDriver,PICKUP_LOC_TOO_FAR,Pickup location was too far.
606a44a6-028c-4035-bb83-8ddd28db7511,93cbd537-bc8f-4801-a87e-ced36b4b1f74,ByDriver,NOT_REACHABLE,Customer not reachable.
NA,c4164e96-609f-4a94-92f1-ae216afeaa12,ByUser,NA,NA
NA,ca1156dd-fac0-4cda-be93-0b6944b15ceb,ByUser,NA,NA
74b92e3d-609b-4024-bf7f-f024fd8b57a4,60e41aab-3504-413b-b29c-6c42020a6dca,ByDriver,NOT_REACHABLE,Customer not reachable.
fd86394f-55a1-427e-9c94-3ce1cb014cf6,2cf14258-5e25-40f6-9a05-5ac45c39da2e,ByDriver,NOT_REACHABLE,Customer not reachable.
NA,8ef0a0eb-e592-4482-bd3a-245b833745f2,ByUser,NA,NA
NA,86cad09b-b94c-4a4b-8b10-34d3307b93bb,ByUser,NA,NA
NA,841be801-e0ac-49ea-a071-90c3aae0d83f,ByUser,NA,NA
NA,122a10f6-ed1c-4b29-97aa-5274095b56eb,ByUser,NA,NA
84a555f1-8a33-4a0b-a80f-42e13246fa2c,6a007917-1c81-4fbd-a94f-ec4cac585fc1,ByDriver,NOT_REACHABLE,Customer not reachable.
d5d160f5-3f82-42e0-812b-5213376aadea,6aefdc8e-5005-4044-a23e-032d61866896,ByDriver,VEHICLE_ISSUE,Vehicle issue.
NA,ca46c54f-f2cd-49b0-a288-e1be9e04cbc9,ByUser,NA,NA
NA,568b0e16-f2a0-4071-8733-5d33c417d0e9,ByUser,NA,NA
NA,4eac2fb2-4a48-4070-945a-45445a4f6430,ByUser,NA,NA
fdddee6f-57ce-4b13-a3f1-0c2fbcf21ad7,648923a8-eb19-4482-991b-0c87a3bf6c3a,ByDriver,COVID_RISK,COVID Risk. Customer not wearing mask/unwell.
cff8b372-77b2-4bfa-b741-94b0c3f57e3f,b52d72d0-d102-4da5-b293-94ba73542403,ByDriver,ACCEPTED_BY_MISSTAKE,Accepted by mistake.
23b7cad5-b7a0-4640-bc12-21b6a781f30b,afdd660e-4143-4f50-82d1-836b94cb7c0c,ByDriver,NOT_REACHABLE,Customer not reachable.
4a78baa5-dd17-4427-9a74-4e1043a2300e,2c39b85c-a05c-48bf-98d8-6ecf2142d4e6,ByDriver,VEHICLE_ISSUE,Vehicle issue.
NA,798a1d9f-06cc-4dfb-aa53-41c36f6954da,ByUser,NA,NA
NA,e20d1531-005e-4207-b631-514a0e9ed604,ByUser,NA,NA
7d7d3094-b5cf-4df5-837d-270a98f9cf16,cb966ad0-d04b-4db4-bdc7-e985a676b0da,ByDriver,PICKUP_LOC_TOO_FAR,Pickup location was too far.
040a61f4-a7da-41e6-91cb-2287c549856b,b245f480-2cba-4318-a53e-a0db83f99c2b,ByDriver,PICKUP_LOC_TOO_FAR,Pickup location was too far.
1da11b26-6db3-4d2f-a23e-376818bb1482,76d3f621-9cac-489f-9227-d29171bb6d30,ByDriver,ACCEPTED_BY_MISSTAKE,Accepted by mistake.
a466bb66-2b78-4471-bea3-e3367338ce6f,4a799f39-2e48-47e0-892e-056b3d89f6a6,ByDriver,NOT_REACHABLE,Customer not reachable.
b4be9e8f-6c30-4eb8-82fa-dfc8233ba116,e4f04a87-4c76-4b65-bc39-20ad1c054d5f,ByDriver,ACCEPTED_BY_MISSTAKE,Accepted by mistake.
NA,5d615885-1a8f-43e2-a1df-3818864172c2,ByUser,NA,NA
74032bff-8209-4136-9646-04ebeb876d76,a16f1c59-0bf2-4490-81c0-96addbecfec2,ByDriver,NOT_REACHABLE,Customer not reachable.
4bc2242a-2371-4b53-8bec-2f5f12533849,a6fafe79-18a0-4ec9-9472-f5f022e30811,ByDriver,NOT_REACHABLE,Customer not reachable.
8400f0f9-98ca-465a-8588-1314b3d08b39,876405d3-5424-445b-8310-7af469b4c857,ByDriver,NOT_REACHABLE,Customer not reachable.
